ID;Datum;Frage 1 - A) Bitte geben Sie Ihr Geschlecht an;Frage 2 - B) Bitte wählen Sie Ihre Altersgruppe aus;Frage 3 - C) Bist du aktuell als Student/in eingeschrieben?;Frage 4 - D) Welchen Weg hast du vor deinem aktuellen Studium hauptsächlich absolviert?;Frage 4 - Eingabe für Sonstiges;Frage 5 - Welcher Studienrichtung lässt sich dein Studiengang am besten zuordnen?;Frage 5 - Eingabe für Sonstiges;Frage 6 - 1. Ich habe das Gefühl, dass meine Generation wirtschaftlich schlechtere Zukunftsperspektiven hat als frühere Generationen. - Zeile 1 / (Spalten 1-5);Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Mangelnde staatliche Fürsorge: z. B. unzureichende Infrastruktur bei psychischen Belastungen, Gesundheitsversorgung allg.;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Ich blicke optimistisch in die Zukunft und sehe aktuell keine wesentlichen Verschlechterungen für meine Generation.;Frage 7 - 2. Ich sehe die Hauptursachen für diese verschlechterten Zukunftsperspektiven in folgenden Bereichen: (Mehrfachauswahl möglich) - Sonstiges;Frage 7 - Eingabe für Sonstiges;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Anhaltenden Stress: Gefühle von ständiger Überforderung, Erschöpfung oder innerer Unruhe;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Eingeschränkte Lebensqualität: spürbare Auswirkungen auf den Alltag wie Schlafqualität, Konzentration oder Freizeitgestaltung;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Ich spüre keine negativen Auswirkungen: mein Alltag ist stabil und unbeeinträchtigt;Frage 8 - 3. Ich spüre, dass die aktuellen gesellschaftlichen und wirtschaftlichen Krisen direkte negative Auswirkungen auf meinen Alltag und mein Wohlbefinden haben durch: (Mehrfachauswahl möglich)​​​​ - Sonstiges;Frage 8 - Eingabe für Sonstiges;Frage 9 - 4. Ich habe das Gefühl, dass die Anliegen der jüngeren Generation von Politik und Gesellschaft ausreichend wahrgenommen werden. - Zeile 1 / (Spalten 1-5);Frage 10 - 5. Meine grundsätzliche Bereitschaft, unter den aktuellen gesellschaftlichen und politischen Bedingungen in Deutschland einen verpflichtenden Wehrdienst zu leisten, ist... - Zeile 1 / (Spalten 1-5);Frage 11 - 6. Ich fühle mich über Themen wie Sicherheit, Verteidigung und die Pläne zur Wehrpflicht in Deutschland ausreichend informiert. - Zeile 1 / (Spalten 1-5);Frage 12 - 7. Ich habe das Gefühl, dass die Interessen und Stimmen junger Menschen von den politischen Entscheidungsträgern in Deutschland ausreichend berücksichtigt werden. - Zeile 1 / (Spalten 1-5);Frage 13 - 8. Ich habe das Gefühl, dass Politik in Deutschland an den tatsächlichen Lebensumständen der Menschen ausgerichtet ist. - Zeile 1 / (Spalten 1-5);Frage 14 - 9. Ich vertraue darauf, dass staatliche Institutionen (z. B. die Bundesregierung oder Behörden) im besten Interesse der gesamten Bevölkerung handeln. - Zeile 1 / (Spalten 1-5);Frage 15 - 10. Ich habe das Gefühl, dass die Diskussion über eine neue Wehrpflicht die Interessen der jungen Generation angemessen berücksichtigt. - Zeile 1 / (Spalten 1-5);Frage 16 - 11. Ich bin der Meinung, dass meine persönliche Freiheit auch in Krisenzeiten Vorrang vor Verpflichtungen gegenüber der Gemeinschaft haben sollte. - Zeile 1 / (Spalten 1-5);Frage 17 - 12. Ich bin der Meinung, dass eine mögliche Dienstpflicht alle Altersgruppen und Geschlechter gleichermaßen betreffen sollte. - Zeile 1 / (Spalten 1-5);Frage 18 - 13. Für mich persönlich ist soziale Sicherheit (z. B. Wohnraum, Grundversorgung) genauso wichtig für die Stabilität des Landes wie die militärische Sicherheit. - Zeile 1 / (Spalten 1-5);Frage 19 -  14.Bereitschaft, staatliche Pflichten zu übernehmen, hängt davon ab, wie stark ich mich vom Staat in wichtigen Lebensbereichen unterstützt fühle. - Zeile 1 / (Spalten 1-5);Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Angemessene Vergütung oder ein festes Gehalt während des Dienstes;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Berufliche Vorteile: Anrechnung auf das Studium oder Vorteile beim späteren Berufseinstieg;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Lastengerechtigkeit: ausgewogene Verteilung gesellschaftlicher Pflichten über alle Altersgruppen hinweg bsp. gerechte Verteilung der Steuerlast;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Eine unmittelbare und unumstrittene äußere Gefahr für das Land;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Ich bin ohnehin bereit, diesen Dienst zu leisten.;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Ich lehne eine Dienstpflicht unter allen Umständen kategorisch ab.;Frage 20 - 15. Ich wäre eher bereit, einen verpflichtenden Dienst an der Gesellschaft zu akzeptieren, wenn folgende Bedingungen erfüllt wären: (Mehrfachauswahl möglich) - Sonstiges;Frage 20 - Eingabe für Sonstiges;Frage 21 - 16. Wenn eine allgemeine Dienstpflicht eingeführt würde, würde ich diesen Dienst am ehesten in folgendem Bereich ableisten wollen: (Nur eine Antwort möglich);ist anonym;abgeschlossen;beendet;Beantwortungsdauer (in s);Antwort-Quote;Sprache;Startzeit;Endzeit;Laufzeit;Dauer für Seite 1 (in s);Dauer für Seite 2 (in s);Dauer für Seite 3 (in s);Dauer für Seite 4 (in s);Dauer für Seite 5 (in s);Dauer für Seite 6 (in s)
68;2026-06-11;Frau;18-21 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Sozial- & Verhaltenswissenschaften (Soziale Arbeit, Erziehung und Bildung);;Stimme eher nicht zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;;;;;;;;;;;Sonstiges;negative Gefühle, wegen Krieg und Leid anderer Menschen;Stimme eher nicht zu;sehr gering;Stimme eher nicht zu;Stimme eher nicht zu;Stimme gar nicht zu;Neutral;Stimme gar nicht zu;Stimme eher zu ;Stimme eher nicht zu;Stimme voll zu;Stimme eher nicht zu;;;;;;;;;;Ich lehne eine Dienstpflicht unter allen Umständen kategorisch ab.;;;Sozialer Dienst (Pflege, Altenhilfe, soziale Einrichtungen);1;1;1;430,35;100%;de;2026-06-11;2026-06-11; 00:07:11;3;29;180;83;72;64
69;2026-06-11;Mann;18-21 Jahre;Ja;Nach einem geleisteten Dienst (Wehrdienst/Zivildienst/ Freiwilliges Soziales oder Ökologisches Jahr/Bundesfreiwilligendienst);;Mathematik & Statistik (Angewandte Mathematik und Physik);;Stimme eher zu ;;;;;;;;Sonstiges;Der Wirtschaftsstandort Deutschland ist durch übertriebene Bürokratie und sinnlose/ zu hohe Besteuerung im internationalen Vergleich nicht mehr wettbewerbsfähig mit anderen Industrieländern;;;;;;Sonstiges;Ich bin genervt und rege mich auf wenn ich Nachrichten schaue und die Verschwendung von Steuergeldern sehe oder wie links grünes Gedankengut verbreitet wird;Neutral;sehr hoch;Stimme eher zu ;Stimme eher nicht zu;Stimme gar nicht zu;Stimme gar nicht zu;Stimme eher zu ;Stimme gar nicht zu;Stimme gar nicht zu;Stimme gar nicht zu;Stimme eher zu ;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;;;Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;Angemessene Vergütung oder ein festes Gehalt während des Dienstes;;;Eine unmittelbare und unumstrittene äußere Gefahr für das Land;Ich bin ohnehin bereit, diesen Dienst zu leisten.;;;;Militärischer Dienst (Bundeswehr);1;1;1;703,14;100%;de;2026-06-11;2026-06-11; 00:11:44;26;46;405;100;50;76
70;2026-06-11;Frau;26-29 Jahre;Ja;Sonstiges; nach meinem Bachelor (bin im Master);Sozial- & Verhaltenswissenschaften (Soziale Arbeit, Erziehung und Bildung);;Stimme voll zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;Mangelnde staatliche Fürsorge: z. B. unzureichende Infrastruktur bei psychischen Belastungen, Gesundheitsversorgung allg.;;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;;;;;;Stimme eher nicht zu;eher gering;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu ;Neutral;Stimme eher nicht zu;Stimme eher nicht zu;Stimme voll zu;Stimme voll zu;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;Angemessene Vergütung oder ein festes Gehalt während des Dienstes;Berufliche Vorteile: Anrechnung auf das Studium oder Vorteile beim späteren Berufseinstieg;;Eine unmittelbare und unumstrittene äußere Gefahr für das Land;;;;;Ich würde versuchen, mich aus gesundheitlichen oder persönlichen Gründen offiziell vom Dienst befreien zu lassen.;1;1;1;1796,64;100%;de;2026-06-11;2026-06-11; 00:29:57;16;79;54;1559;39;50
71;2026-06-11;Frau;22-25 Jahre;Nein;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Sozial- & Verhaltenswissenschaften (Soziale Arbeit, Erziehung und Bildung);;Stimme eher zu ;;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;;;;Eingeschränkte Lebensqualität: spürbare Auswirkungen auf den Alltag wie Schlafqualität, Konzentration oder Freizeitgestaltung;;;;Stimme eher nicht zu;sehr gering;Neutral;Stimme eher nicht zu;Stimme gar nicht zu;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher zu ;Stimme gar nicht zu;Stimme eher zu ;Neutral;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;;Berufliche Vorteile: Anrechnung auf das Studium oder Vorteile beim späteren Berufseinstieg;;;;;;;Sozialer Dienst (Pflege, Altenhilfe, soziale Einrichtungen);1;1;1;692,56;100%;de;2026-06-11;2026-06-11; 00:11:33;23;53;203;180;69;164
72;2026-06-11;Frau;22-25 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Sozial- & Verhaltenswissenschaften (Soziale Arbeit, Erziehung und Bildung);;Stimme voll zu;;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;Mangelnde staatliche Fürsorge: z. B. unzureichende Infrastruktur bei psychischen Belastungen, Gesundheitsversorgung allg.;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;;;;;Stimme gar nicht zu;sehr gering;Neutral;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme gar nicht zu;Neutral;Neutral;Stimme voll zu;Stimme eher zu ;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;;;Angemessene Vergütung oder ein festes Gehalt während des Dienstes;;Lastengerechtigkeit: ausgewogene Verteilung gesellschaftlicher Pflichten über alle Altersgruppen hinweg bsp. gerechte Verteilung der Steuerlast;;;;;;Sozialer Dienst (Pflege, Altenhilfe, soziale Einrichtungen);1;1;1;297,59;100%;de;2026-06-11;2026-06-11; 00:04:58;6;28;69;41;65;88
73;2026-06-11;Frau;22-25 Jahre;Ja;Sonstiges;Ich hab mein Fachabi gemacht und dann vier Semester Werkstofftechnik an der OHM studiert bevor ich zu SDC gewechselt habe.;Social Data Science and Communication;;Stimme voll zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;Mangelnde staatliche Fürsorge: z. B. unzureichende Infrastruktur bei psychischen Belastungen, Gesundheitsversorgung allg.;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;Eingeschränkte Lebensqualität: spürbare Auswirkungen auf den Alltag wie Schlafqualität, Konzentration oder Freizeitgestaltung;;;;Stimme gar nicht zu;eher hoch;Stimme voll zu;Stimme gar nicht zu;Stimme gar nicht zu;Stimme gar nicht zu;Stimme eher zu ;Stimme eher zu ;Stimme voll zu;Stimme voll zu;Stimme voll zu;;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;;;;Lastengerechtigkeit: ausgewogene Verteilung gesellschaftlicher Pflichten über alle Altersgruppen hinweg bsp. gerechte Verteilung der Steuerlast;Eine unmittelbare und unumstrittene äußere Gefahr für das Land;Ich bin ohnehin bereit, diesen Dienst zu leisten.;;Sonstiges;Gehalt bekommt man ja und Anrechnungen gibt es auch. Kenne viele die beim Bund waren.;Militärischer Dienst (Bundeswehr);1;1;1;214,04;100%;de;2026-06-11;2026-06-11; 00:03:35;4;53;25;26;22;83
74;2026-06-11;Mann;22-25 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Sozial- & Verhaltenswissenschaften (Soziale Arbeit, Erziehung und Bildung);;Stimme eher zu ;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;;;;Ich blicke optimistisch in die Zukunft und sehe aktuell keine wesentlichen Verschlechterungen für meine Generation.;;;;;;;Ich spüre keine negativen Auswirkungen: mein Alltag ist stabil und unbeeinträchtigt;;;Neutral;sehr gering;Neutral;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu ;Stimme gar nicht zu;Stimme voll zu;Stimme eher zu ;;;;Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;;Berufliche Vorteile: Anrechnung auf das Studium oder Vorteile beim späteren Berufseinstieg;;;;;;;Militärischer Dienst (Bundeswehr);1;1;1;383,27;100%;de;2026-06-11;2026-06-11; 00:06:24;16;23;91;56;89;108
75;2026-06-11;Frau;18-21 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Medien, Design & Kommunikation (Design, Media-Marketing);;Stimme eher nicht zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;;;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;Anhaltenden Stress: Gefühle von ständiger Überforderung, Erschöpfung oder innerer Unruhe;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;Eingeschränkte Lebensqualität: spürbare Auswirkungen auf den Alltag wie Schlafqualität, Konzentration oder Freizeitgestaltung;;;;Neutral;sehr gering;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher zu ;Stimme gar nicht zu;Neutral;Stimme eher zu ;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;;;;;;;;;;Sozialer Dienst (Pflege, Altenhilfe, soziale Einrichtungen);1;1;1;216,62;100%;de;2026-06-11;2026-06-11; 00:03:37;13;23;55;42;35;49
76;2026-06-11;Mann;18-21 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Social Data Science and Communication;;Stimme voll zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;;;;;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;;;;;;Neutral;sehr gering;Neutral;Stimme eher nicht zu;Stimme gar nicht zu;Neutral;Stimme gar nicht zu;Stimme eher nicht zu;Stimme eher zu ;Stimme voll zu;Stimme voll zu;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;;;;;;;;;;Militärischer Dienst (Bundeswehr);1;1;1;324,24;100%;de;2026-06-11;2026-06-11; 00:05:25;2;28;76;100;36;82
79;2026-06-11;Frau;18-21 Jahre;Ja;Direkt nach dem Schulabschluss (Abitur/Fachhochschulreife) an die Universität;;Sonstiges;Zahnmedizin;Stimme eher zu ;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;;;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;;Eingeschränkte Lebensqualität: spürbare Auswirkungen auf den Alltag wie Schlafqualität, Konzentration oder Freizeitgestaltung;;;;Stimme eher nicht zu;sehr gering;Neutral;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Neutral;Neutral;Stimme eher nicht zu;Stimme eher zu ;;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;;Angemessene Vergütung oder ein festes Gehalt während des Dienstes;;;;;Ich lehne eine Dienstpflicht unter allen Umständen kategorisch ab.;;;Sozialer Dienst (Pflege, Altenhilfe, soziale Einrichtungen);1;1;1;374,01;100%;de;2026-06-11;2026-06-11; 00:06:15;15;89;59;59;77;75
80;2026-06-11;Frau;22-25 Jahre;Ja;Nach einer abgeschlossenen Berufsausbildung (Lehre/duale Ausbildung);;Sonstiges;Alte Geschichte & Europäische Kunstgeschichte;Stimme eher zu ;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;Anhaltenden Stress: Gefühle von ständiger Überforderung, Erschöpfung oder innerer Unruhe;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;;;;;Stimme gar nicht zu;sehr hoch;Stimme eher zu ;Stimme gar nicht zu;Stimme eher nicht zu;Neutral;Stimme eher nicht zu;Stimme gar nicht zu;Stimme voll zu;Stimme eher nicht zu;Stimme eher nicht zu;;;;;;;;;Ich bin ohnehin bereit, diesen Dienst zu leisten.;;;;Militärischer Dienst (Bundeswehr);1;1;1;377,2;100%;de;2026-06-11;2026-06-11; 00:06:18;18;69;97;36;50;108
82;2026-06-11;Frau;18-21 Jahre;Ja;Nach einem geleisteten Dienst (Wehrdienst/Zivildienst/ Freiwilliges Soziales oder Ökologisches Jahr/Bundesfreiwilligendienst);;Sonstiges;Medizin;Stimme voll zu;Geopolitische Spannungen: aktuelle Kriege, internationale Konflikte und allgemeine globale Unsicherheit;Allgemeine Inflation: steigende Preise für Lebensmittel, Energie und den täglichen Bedarf;Unsichere Arbeitsplatzperspektiven: schwierige Situation auf dem Arbeitsmarkt, befristete Verträge;Krise der sozialen Sicherung: Zukunft und langfristige Finanzierbarkeit des Rentensystems;Mangelnde staatliche Fürsorge: z. B. unzureichende Infrastruktur bei psychischen Belastungen, Gesundheitsversorgung allg.;Generationsungerechtigkeit: Politik, die strukturell primär auf die Interessen älterer Generationen ausgerichtet ist;;;;;Zukunftsunsicherheit: erschwerte Planung von langfristigen Lebensentscheidungen wie Wohnraum oder Karriere;Finanzielle Sorgen: konkrete Ängste vor Kaufkraftverlust oder mangelnder wirtschaftlicher Stabilität;;;;;Stimme eher nicht zu;eher gering;Stimme eher nicht zu;Stimme gar nicht zu;Stimme eher nicht zu;Neutral;Stimme gar nicht zu;Stimme eher zu ;Neutral;Stimme voll zu;Stimme eher zu ;Politische Repräsentation: stärkere Berücksichtigung der Interessen junger Menschen in der Politik;Existenzsicherung: konkrete staatliche Garantien bei Grundbedürfnissen wie bezahlbarem Wohnraum;Zukunftsperspektiven: langfristig verlässliche Systeme wie eine sichere Altersvorsorge;Sinnhaftigkeit: klarer, nachvollziehbarer und transparenter gesellschaftlicher Nutzen des Dienstes;Angemessene Vergütung oder ein festes Gehalt während des Dienstes;Berufliche Vorteile: Anrechnung auf das Studium oder Vorteile beim späteren Berufseinstieg;Lastengerechtigkeit: ausgewogene Verteilung gesellschaftlicher Pflichten über alle Altersgruppen hinweg bsp. gerechte Verteilung der Steuerlast;Eine unmittelbare und unumstrittene äußere Gefahr für das Land;;;;;Ziviler Rettungsdienst (Katastrophenschutz, Feuerwehr, THW);1;1;1;346,5;100%;de;2026-06-11;2026-06-11; 00:05:47;13;66;69;53;70;76
